trace,policy,capacity_experts_per_layer,tier2_experts_per_layer,accesses,hits,misses,hit_rate,miss_rate,compulsory_misses,capacity_misses,evictions,miss_bytes_per_token,ssd_bytes_per_token,h2d_bytes_per_token,evictions_per_token,cache_churn,useful_residency_ticks,wasted_residency_ticks,regret_vs_belady
v65-terminal-fetch-20260903T0202Z,least_stale,64,64,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1978662912.0,7520256.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,arc,64,64,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1978662912.0,7520256.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,recency_freq,64,64,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1978662912.0,7520256.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,belady,64,64,5676,3312,2364,0.58351,0.41649,2364,0,103,1975320576.0,1975320576.0,0.0,6.438,0.434637,51089,140708,0
v65-terminal-fetch-20260903T0202Z,keepvalue,64,64,5676,3301,2375,0.581572,0.418428,2364,11,114,1984512000.0,1978662912.0,5849088.0,7.125,0.438513,50067,141730,11
v65-terminal-fetch-20260903T0202Z,lru,64,128,5676,3301,2375,0.581572,0.418428,2364,11,114,1984512000.0,1975320576.0,9191424.0,7.125,0.438513,50067,141730,11
v65-terminal-fetch-20260903T0202Z,lfu,64,128,5676,3300,2376,0.581395,0.418605,2364,12,115,1985347584.0,1975320576.0,10027008.0,7.188,0.438865,50358,141439,12
v65-terminal-fetch-20260903T0202Z,least_stale,64,128,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1975320576.0,10862592.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,arc,64,128,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1975320576.0,10862592.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,recency_freq,64,128,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1975320576.0,10862592.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,belady,64,128,5676,3312,2364,0.58351,0.41649,2364,0,103,1975320576.0,1975320576.0,0.0,6.438,0.434637,51089,140708,0
v65-terminal-fetch-20260903T0202Z,keepvalue,64,128,5676,3301,2375,0.581572,0.418428,2364,11,114,1984512000.0,1975320576.0,9191424.0,7.125,0.438513,50067,141730,11
v65-terminal-fetch-20260903T0202Z,lru,64,256,5676,3301,2375,0.581572,0.418428,2364,11,114,1984512000.0,1975320576.0,9191424.0,7.125,0.438513,50067,141730,11
v65-terminal-fetch-20260903T0202Z,lfu,64,256,5676,3300,2376,0.581395,0.418605,2364,12,115,1985347584.0,1975320576.0,10027008.0,7.188,0.438865,50358,141439,12
v65-terminal-fetch-20260903T0202Z,least_stale,64,256,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1975320576.0,10862592.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,arc,64,256,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1975320576.0,10862592.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,recency_freq,64,256,5676,3299,2377,0.581219,0.418781,2364,13,116,1986183168.0,1975320576.0,10862592.0,7.25,0.439218,49915,141882,13
v65-terminal-fetch-20260903T0202Z,belady,64,256,5676,3312,2364,0.58351,0.41649,2364,0,103,1975320576.0,1975320576.0,0.0,6.438,0.434637,51089,140708,0
v65-terminal-fetch-20260903T0202Z,keepvalue,64,256,5676,3301,2375,0.581572,0.418428,2364,11,114,1984512000.0,1975320576.0,9191424.0,7.125,0.438513,50067,141730,11
v65-terminal-fetch-20260903T0202Z,lru,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lfu,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,least_stale,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,arc,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,recency_freq,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,belady,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,keepvalue,96,0,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lru,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lfu,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,least_stale,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,arc,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,recency_freq,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,belady,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,keepvalue,96,64,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lru,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lfu,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,least_stale,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,arc,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,recency_freq,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,belady,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,keepvalue,96,128,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lru,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,lfu,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,least_stale,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,arc,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,recency_freq,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,belady,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
v65-terminal-fetch-20260903T0202Z,keepvalue,96,256,5676,3312,2364,0.58351,0.41649,2364,0,7,1975320576.0,1975320576.0,0.0,0.438,0.417724,51089,143463,0
