codec,vram_gib,ram_gib,ssd_gbps,pcie_gbps,per_expert_bytes,vram_hit_rate,ram_hit_rate,combined_hit_rate,ssd_miss_rate,ssd_bytes_per_token,h2d_bytes_per_token,decode_combined_hit_rate,decode_ssd_bytes_per_token,decode_h2d_bytes_per_token,vram_evictions,ram_evictions,storage_only_ceiling_tps,warm_start
STQ1_0,2,20,1,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,3.201,True
STQ1_0,2,20,2,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,6.402,True
STQ1_0,2,20,3.5,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,11.203,True
STQ1_0,2,20,5,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,16.005,True
STQ1_0,2,20,7,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,22.406,True
STQ1_0,2,20,10,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,26.763,True
STQ1_0_cold,2,20,,,4128768,0.333,0.2034,0.5364,0.4636,443654888.72727275,638269998.5454545,,,,2881,0,,False
STQ1_0,4,4,1,16.0,4128768,0.4764,0.0124,0.4887,0.5113,717579878.4,734920704.0,0.6439,379296153.6,396636979.2,1630,2606,2.636,True
STQ1_0,4,4,2,16.0,4128768,0.4764,0.0124,0.4887,0.5113,717579878.4,734920704.0,0.6439,379296153.6,396636979.2,1630,2606,5.273,True
STQ1_0,4,4,3.5,16.0,4128768,0.4764,0.0124,0.4887,0.5113,717579878.4,734920704.0,0.6439,379296153.6,396636979.2,1630,2606,9.228,True
STQ1_0,4,4,5,16.0,4128768,0.4764,0.0124,0.4887,0.5113,717579878.4,734920704.0,0.6439,379296153.6,396636979.2,1630,2606,13.182,True
STQ1_0,4,4,7,16.0,4128768,0.4764,0.0124,0.4887,0.5113,717579878.4,734920704.0,0.6439,379296153.6,396636979.2,1630,2606,18.455,True
STQ1_0,4,4,10,16.0,4128768,0.4764,0.0124,0.4887,0.5113,717579878.4,734920704.0,0.6439,379296153.6,396636979.2,1630,2606,26.365,True
STQ1_0_cold,4,4,,,4128768,0.4764,0.0124,0.4887,0.5113,489259008.0,501082298.1818182,,,,1630,1567,,False
STQ1_0,4,8,1,16.0,4128768,0.4764,0.2991,0.7754,0.2246,315162624.0,734920704.0,0.7041,315162624.0,396636979.2,1630,294,3.173,True
STQ1_0,4,8,2,16.0,4128768,0.4764,0.2991,0.7754,0.2246,315162624.0,734920704.0,0.7041,315162624.0,396636979.2,1630,294,6.346,True
STQ1_0,4,8,3.5,16.0,4128768,0.4764,0.2991,0.7754,0.2246,315162624.0,734920704.0,0.7041,315162624.0,396636979.2,1630,294,11.105,True
STQ1_0,4,8,5,16.0,4128768,0.4764,0.2991,0.7754,0.2246,315162624.0,734920704.0,0.7041,315162624.0,396636979.2,1630,294,15.865,True
STQ1_0,4,8,7,16.0,4128768,0.4764,0.2991,0.7754,0.2246,315162624.0,734920704.0,0.7041,315162624.0,396636979.2,1630,294,22.211,True
STQ1_0,4,8,10,16.0,4128768,0.4764,0.2991,0.7754,0.2246,315162624.0,734920704.0,0.7041,315162624.0,396636979.2,1630,294,31.73,True
STQ1_0_cold,4,8,,,4128768,0.4764,0.0581,0.5344,0.4656,445531601.45454544,501082298.1818182,,,,1630,294,,False
STQ1_0,4,12,1,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,3.201,True
STQ1_0,4,12,2,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,6.402,True
STQ1_0,4,12,3.5,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,11.203,True
STQ1_0,4,12,5,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,16.005,True
STQ1_0,4,12,7,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,22.406,True
STQ1_0,4,12,10,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,32.009,True
STQ1_0_cold,4,12,,,4128768,0.4764,0.06,0.5364,0.4636,443654888.72727275,501082298.1818182,,,,1630,0,,False
STQ1_0,4,16,1,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,3.201,True
STQ1_0,4,16,2,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,6.402,True
STQ1_0,4,16,3.5,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,11.203,True
STQ1_0,4,16,5,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,16.005,True
STQ1_0,4,16,7,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,22.406,True
STQ1_0,4,16,10,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,32.009,True
STQ1_0_cold,4,16,,,4128768,0.4764,0.06,0.5364,0.4636,443654888.72727275,501082298.1818182,,,,1630,0,,False
STQ1_0,4,20,1,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,3.201,True
STQ1_0,4,20,2,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,6.402,True
STQ1_0,4,20,3.5,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,11.203,True
STQ1_0,4,20,5,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,16.005,True
STQ1_0,4,20,7,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,22.406,True
STQ1_0,4,20,10,16.0,4128768,0.4764,0.301,0.7774,0.2226,312410112.0,734920704.0,0.7067,312410112.0,396636979.2,1630,0,32.009,True
STQ1_0_cold,4,20,,,4128768,0.4764,0.06,0.5364,0.4636,443654888.72727275,501082298.1818182,,,,1630,0,,False
STQ1_0,6,4,1,16.0,4128768,0.5219,0.0,0.5219,0.4781,671062425.6,671062425.6,0.6876,332778700.8,332778700.8,878,2437,3.005,True
STQ1_0,6,4,2,16.0,4128768,0.5219,0.0,0.5219,0.4781,671062425.6,671062425.6,0.6876,332778700.8,332778700.8,878,2437,6.01,True
STQ1_0,6,4,3.5,16.0,4128768,0.5219,0.0,0.5219,0.4781,671062425.6,671062425.6,0.6876,332778700.8,332778700.8,878,2437,10.518,True
STQ1_0,6,4,5,16.0,4128768,0.5219,0.0,0.5219,0.4781,671062425.6,671062425.6,0.6876,332778700.8,332778700.8,878,2437,15.025,True
STQ1_0,6,4,7,16.0,4128768,0.5219,0.0,0.5219,0.4781,671062425.6,671062425.6,0.6876,332778700.8,332778700.8,878,2437,21.035,True
STQ1_0,6,4,10,16.0,4128768,0.5219,0.0,0.5219,0.4781,671062425.6,671062425.6,0.6876,332778700.8,332778700.8,878,2437,30.05,True
STQ1_0_cold,6,4,,,4128768,0.5219,0.0,0.5219,0.4781,457542562.90909094,457542562.90909094,,,,878,1398,,False
STQ1_0,6,8,1,16.0,4128768,0.5219,0.2538,0.7756,0.2244,314887372.8,671062425.6,0.7044,314887372.8,332778700.8,878,293,3.176,True
STQ1_0,6,8,2,16.0,4128768,0.5219,0.2538,0.7756,0.2244,314887372.8,671062425.6,0.7044,314887372.8,332778700.8,878,293,6.351,True
STQ1_0,6,8,3.5,16.0,4128768,0.5219,0.2538,0.7756,0.2244,314887372.8,671062425.6,0.7044,314887372.8,332778700.8,878,293,11.115,True
STQ1_0,6,8,5,16.0,4128768,0.5219,0.2538,0.7756,0.2244,314887372.8,671062425.6,0.7044,314887372.8,332778700.8,878,293,15.879,True
STQ1_0,6,8,7,16.0,4128768,0.5219,0.2538,0.7756,0.2244,314887372.8,671062425.6,0.7044,314887372.8,332778700.8,878,293,22.23,True
STQ1_0,6,8,10,16.0,4128768,0.5219,0.2538,0.7756,0.2244,314887372.8,671062425.6,0.7044,314887372.8,332778700.8,878,293,31.757,True
STQ1_0_cold,6,8,,,4128768,0.5219,0.0127,0.5346,0.4654,445343930.1818182,457542562.90909094,,,,878,293,,False
STQ1_0,6,12,1,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,3.201,True
STQ1_0,6,12,2,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,6.402,True
STQ1_0,6,12,3.5,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,11.203,True
STQ1_0,6,12,5,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,16.005,True
STQ1_0,6,12,7,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,22.406,True
STQ1_0,6,12,10,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,32.009,True
STQ1_0_cold,6,12,,,4128768,0.5219,0.0145,0.5364,0.4636,443654888.72727275,457542562.90909094,,,,878,0,,False
STQ1_0,6,16,1,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,3.201,True
STQ1_0,6,16,2,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,6.402,True
STQ1_0,6,16,3.5,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,11.203,True
STQ1_0,6,16,5,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,16.005,True
STQ1_0,6,16,7,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,22.406,True
STQ1_0,6,16,10,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,32.009,True
STQ1_0_cold,6,16,,,4128768,0.5219,0.0145,0.5364,0.4636,443654888.72727275,457542562.90909094,,,,878,0,,False
STQ1_0,6,20,1,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,3.201,True
STQ1_0,6,20,2,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,6.402,True
STQ1_0,6,20,3.5,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,11.203,True
STQ1_0,6,20,5,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,16.005,True
STQ1_0,6,20,7,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,22.406,True
STQ1_0,6,20,10,16.0,4128768,0.5219,0.2555,0.7774,0.2226,312410112.0,671062425.6,0.7067,312410112.0,332778700.8,878,0,32.009,True
STQ1_0_cold,6,20,,,4128768,0.5219,0.0145,0.5364,0.4636,443654888.72727275,457542562.90909094,,,,878,0,,False
STQ1_0,8,4,1,16.0,4128768,0.534,0.0,0.534,0.466,653996851.2,653996851.2,0.7036,315713126.4,315713126.4,296,2375,3.167,True
STQ1_0,8,4,2,16.0,4128768,0.534,0.0,0.534,0.466,653996851.2,653996851.2,0.7036,315713126.4,315713126.4,296,2375,6.335,True
STQ1_0,8,4,3.5,16.0,4128768,0.534,0.0,0.534,0.466,653996851.2,653996851.2,0.7036,315713126.4,315713126.4,296,2375,11.086,True
STQ1_0,8,4,5,16.0,4128768,0.534,0.0,0.534,0.466,653996851.2,653996851.2,0.7036,315713126.4,315713126.4,296,2375,15.837,True
STQ1_0,8,4,7,16.0,4128768,0.534,0.0,0.534,0.466,653996851.2,653996851.2,0.7036,315713126.4,315713126.4,296,2375,22.172,True
STQ1_0,8,4,10,16.0,4128768,0.534,0.0,0.534,0.466,653996851.2,653996851.2,0.7036,315713126.4,315713126.4,296,2375,31.674,True
STQ1_0_cold,8,4,,,4128768,0.534,0.0,0.534,0.466,445906944.0,445906944.0,,,,296,1336,,False
STQ1_0,8,8,1,16.0,4128768,0.534,0.2416,0.7756,0.2244,314887372.8,653996851.2,0.7044,314887372.8,315713126.4,296,293,3.176,True
STQ1_0,8,8,2,16.0,4128768,0.534,0.2416,0.7756,0.2244,314887372.8,653996851.2,0.7044,314887372.8,315713126.4,296,293,6.351,True
STQ1_0,8,8,3.5,16.0,4128768,0.534,0.2416,0.7756,0.2244,314887372.8,653996851.2,0.7044,314887372.8,315713126.4,296,293,11.115,True
STQ1_0,8,8,5,16.0,4128768,0.534,0.2416,0.7756,0.2244,314887372.8,653996851.2,0.7044,314887372.8,315713126.4,296,293,15.879,True
STQ1_0,8,8,7,16.0,4128768,0.534,0.2416,0.7756,0.2244,314887372.8,653996851.2,0.7044,314887372.8,315713126.4,296,293,22.23,True
STQ1_0,8,8,10,16.0,4128768,0.534,0.2416,0.7756,0.2244,314887372.8,653996851.2,0.7044,314887372.8,315713126.4,296,293,31.757,True
STQ1_0_cold,8,8,,,4128768,0.534,0.0006,0.5346,0.4654,445343930.1818182,445906944.0,,,,296,293,,False
STQ1_0,8,12,1,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,3.201,True
STQ1_0,8,12,2,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,6.402,True
STQ1_0,8,12,3.5,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,11.203,True
STQ1_0,8,12,5,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,16.005,True
STQ1_0,8,12,7,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,22.406,True
STQ1_0,8,12,10,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,32.009,True
STQ1_0_cold,8,12,,,4128768,0.534,0.0024,0.5364,0.4636,443654888.72727275,445906944.0,,,,296,0,,False
STQ1_0,8,16,1,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,3.201,True
STQ1_0,8,16,2,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,6.402,True
STQ1_0,8,16,3.5,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,11.203,True
STQ1_0,8,16,5,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,16.005,True
STQ1_0,8,16,7,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,22.406,True
STQ1_0,8,16,10,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,32.009,True
STQ1_0_cold,8,16,,,4128768,0.534,0.0024,0.5364,0.4636,443654888.72727275,445906944.0,,,,296,0,,False
STQ1_0,8,20,1,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,3.201,True
STQ1_0,8,20,2,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,6.402,True
STQ1_0,8,20,3.5,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,11.203,True
STQ1_0,8,20,5,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,16.005,True
STQ1_0,8,20,7,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,22.406,True
STQ1_0,8,20,10,16.0,4128768,0.534,0.2434,0.7774,0.2226,312410112.0,653996851.2,0.7067,312410112.0,315713126.4,296,0,32.009,True
STQ1_0_cold,8,20,,,4128768,0.534,0.0024,0.5364,0.4636,443654888.72727275,445906944.0,,,,296,0,,False
IQ2_XXS,2,4,1,16.0,6488064,0.2583,0.1216,0.3799,0.6201,1367683891.2,1635857203.2,0.5005,836095180.8,1104268492.8,3452,3162,1.196,True
IQ2_XXS,2,4,2,16.0,6488064,0.2583,0.1216,0.3799,0.6201,1367683891.2,1635857203.2,0.5005,836095180.8,1104268492.8,3452,3162,2.392,True
IQ2_XXS,2,4,3.5,16.0,6488064,0.2583,0.1216,0.3799,0.6201,1367683891.2,1635857203.2,0.5005,836095180.8,1104268492.8,3452,3162,4.186,True
IQ2_XXS,2,4,5,16.0,6488064,0.2583,0.1216,0.3799,0.6201,1367683891.2,1635857203.2,0.5005,836095180.8,1104268492.8,3452,3162,5.98,True
IQ2_XXS,2,4,7,16.0,6488064,0.2583,0.1216,0.3799,0.6201,1367683891.2,1635857203.2,0.5005,836095180.8,1104268492.8,3452,3162,8.372,True
IQ2_XXS,2,4,10,16.0,6488064,0.2583,0.1216,0.3799,0.6201,1367683891.2,1635857203.2,0.5005,836095180.8,1104268492.8,3452,3162,11.96,True
IQ2_XXS_cold,2,4,,,6488064,0.2583,0.1216,0.3799,0.6201,932511744.0,1115357184.0,,,,3452,2501,,False
IQ2_XXS,2,8,1,16.0,6488064,0.2583,0.4699,0.7282,0.2718,599497113.6,1635857203.2,0.6419,599497113.6,1104268492.8,3452,1292,1.668,True
IQ2_XXS,2,8,2,16.0,6488064,0.2583,0.4699,0.7282,0.2718,599497113.6,1635857203.2,0.6419,599497113.6,1104268492.8,3452,1292,3.336,True
IQ2_XXS,2,8,3.5,16.0,6488064,0.2583,0.4699,0.7282,0.2718,599497113.6,1635857203.2,0.6419,599497113.6,1104268492.8,3452,1292,5.838,True
IQ2_XXS,2,8,5,16.0,6488064,0.2583,0.4699,0.7282,0.2718,599497113.6,1635857203.2,0.6419,599497113.6,1104268492.8,3452,1292,8.34,True
IQ2_XXS,2,8,7,16.0,6488064,0.2583,0.4699,0.7282,0.2718,599497113.6,1635857203.2,0.6419,599497113.6,1104268492.8,3452,1292,11.676,True
IQ2_XXS,2,8,10,16.0,6488064,0.2583,0.4699,0.7282,0.2718,599497113.6,1635857203.2,0.6419,599497113.6,1104268492.8,3452,1292,14.489,True
IQ2_XXS_cold,2,8,,,6488064,0.2583,0.2289,0.4872,0.5128,771194880.0,1115357184.0,,,,3452,1292,,False
IQ2_XXS,2,12,1,16.0,6488064,0.2583,0.5097,0.768,0.232,511691980.8,1635857203.2,0.6943,511691980.8,1104268492.8,3452,427,1.954,True
IQ2_XXS,2,12,2,16.0,6488064,0.2583,0.5097,0.768,0.232,511691980.8,1635857203.2,0.6943,511691980.8,1104268492.8,3452,427,3.909,True
IQ2_XXS,2,12,3.5,16.0,6488064,0.2583,0.5097,0.768,0.232,511691980.8,1635857203.2,0.6943,511691980.8,1104268492.8,3452,427,6.84,True
IQ2_XXS,2,12,5,16.0,6488064,0.2583,0.5097,0.768,0.232,511691980.8,1635857203.2,0.6943,511691980.8,1104268492.8,3452,427,9.772,True
IQ2_XXS,2,12,7,16.0,6488064,0.2583,0.5097,0.768,0.232,511691980.8,1635857203.2,0.6943,511691980.8,1104268492.8,3452,427,13.68,True
IQ2_XXS,2,12,10,16.0,6488064,0.2583,0.5097,0.768,0.232,511691980.8,1635857203.2,0.6943,511691980.8,1104268492.8,3452,427,14.489,True
IQ2_XXS_cold,2,12,,,6488064,0.2583,0.2687,0.527,0.473,711327744.0,1115357184.0,,,,3452,427,,False
IQ2_XXS,2,16,1,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,2.037,True
IQ2_XXS,2,16,2,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,4.074,True
IQ2_XXS,2,16,3.5,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,7.129,True
IQ2_XXS,2,16,5,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,10.185,True
IQ2_XXS,2,16,7,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,14.259,True
IQ2_XXS,2,16,10,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,14.489,True
IQ2_XXS_cold,2,16,,,6488064,0.2583,0.2781,0.5364,0.4636,697171968.0,1115357184.0,,,,3452,0,,False
IQ2_XXS,2,20,1,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,2.037,True
IQ2_XXS,2,20,2,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,4.074,True
IQ2_XXS,2,20,3.5,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,7.129,True
IQ2_XXS,2,20,5,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,10.185,True
IQ2_XXS,2,20,7,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,14.259,True
IQ2_XXS,2,20,10,16.0,6488064,0.2583,0.5191,0.7774,0.2226,490930176.0,1635857203.2,0.7067,490930176.0,1104268492.8,3452,0,14.489,True
IQ2_XXS_cold,2,20,,,6488064,0.2583,0.2781,0.5364,0.4636,697171968.0,1115357184.0,,,,3452,0,,False
IQ2_XXS,4,4,1,16.0,6488064,0.4056,0.0141,0.4197,0.5803,1279878758.4,1311021465.6,0.553,748290048.0,779432755.2,2370,2959,1.336,True
IQ2_XXS,4,4,2,16.0,6488064,0.4056,0.0141,0.4197,0.5803,1279878758.4,1311021465.6,0.553,748290048.0,779432755.2,2370,2959,2.673,True
IQ2_XXS,4,4,3.5,16.0,6488064,0.4056,0.0141,0.4197,0.5803,1279878758.4,1311021465.6,0.553,748290048.0,779432755.2,2370,2959,4.677,True
IQ2_XXS,4,4,5,16.0,6488064,0.4056,0.0141,0.4197,0.5803,1279878758.4,1311021465.6,0.553,748290048.0,779432755.2,2370,2959,6.682,True
IQ2_XXS,4,4,7,16.0,6488064,0.4056,0.0141,0.4197,0.5803,1279878758.4,1311021465.6,0.553,748290048.0,779432755.2,2370,2959,9.355,True
IQ2_XXS,4,4,10,16.0,6488064,0.4056,0.0141,0.4197,0.5803,1279878758.4,1311021465.6,0.553,748290048.0,779432755.2,2370,2959,13.364,True
IQ2_XXS_cold,4,4,,,6488064,0.4056,0.0141,0.4197,0.5803,872644608.0,893878272.0,,,,2370,2298,,False
IQ2_XXS,4,8,1,16.0,6488064,0.4056,0.3358,0.7413,0.2587,570517094.4,1311021465.6,0.6592,570517094.4,779432755.2,2370,1225,1.753,True
IQ2_XXS,4,8,2,16.0,6488064,0.4056,0.3358,0.7413,0.2587,570517094.4,1311021465.6,0.6592,570517094.4,779432755.2,2370,1225,3.506,True
IQ2_XXS,4,8,3.5,16.0,6488064,0.4056,0.3358,0.7413,0.2587,570517094.4,1311021465.6,0.6592,570517094.4,779432755.2,2370,1225,6.135,True
IQ2_XXS,4,8,5,16.0,6488064,0.4056,0.3358,0.7413,0.2587,570517094.4,1311021465.6,0.6592,570517094.4,779432755.2,2370,1225,8.764,True
IQ2_XXS,4,8,7,16.0,6488064,0.4056,0.3358,0.7413,0.2587,570517094.4,1311021465.6,0.6592,570517094.4,779432755.2,2370,1225,12.27,True
IQ2_XXS,4,8,10,16.0,6488064,0.4056,0.3358,0.7413,0.2587,570517094.4,1311021465.6,0.6592,570517094.4,779432755.2,2370,1225,17.528,True
IQ2_XXS_cold,4,8,,,6488064,0.4056,0.0947,0.5003,0.4997,751435776.0,893878272.0,,,,2370,1225,,False
IQ2_XXS,4,12,1,16.0,6488064,0.4056,0.3663,0.7719,0.2281,503041228.8,1311021465.6,0.6995,503041228.8,779432755.2,2370,407,1.988,True
IQ2_XXS,4,12,2,16.0,6488064,0.4056,0.3663,0.7719,0.2281,503041228.8,1311021465.6,0.6995,503041228.8,779432755.2,2370,407,3.976,True
IQ2_XXS,4,12,3.5,16.0,6488064,0.4056,0.3663,0.7719,0.2281,503041228.8,1311021465.6,0.6995,503041228.8,779432755.2,2370,407,6.958,True
IQ2_XXS,4,12,5,16.0,6488064,0.4056,0.3663,0.7719,0.2281,503041228.8,1311021465.6,0.6995,503041228.8,779432755.2,2370,407,9.94,True
IQ2_XXS,4,12,7,16.0,6488064,0.4056,0.3663,0.7719,0.2281,503041228.8,1311021465.6,0.6995,503041228.8,779432755.2,2370,407,13.915,True
IQ2_XXS,4,12,10,16.0,6488064,0.4056,0.3663,0.7719,0.2281,503041228.8,1311021465.6,0.6995,503041228.8,779432755.2,2370,407,19.879,True
IQ2_XXS_cold,4,12,,,6488064,0.4056,0.1253,0.5309,0.4691,705429504.0,893878272.0,,,,2370,407,,False
IQ2_XXS,4,16,1,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,2.037,True
IQ2_XXS,4,16,2,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,4.074,True
IQ2_XXS,4,16,3.5,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,7.129,True
IQ2_XXS,4,16,5,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,10.185,True
IQ2_XXS,4,16,7,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,14.259,True
